,user_location,date,text,hashtags,source
109,World,2022-08-21 17:50:37+00:00,"RT @FrosininiAndrea: #foodinsecurity #climatechangemitigation 

The #foodcrisis is bigger than #ukrainecrisis .

An article that looks goin…","['foodinsecurity', 'climatechangemitigation', 'foodcrisis', 'ukrainecrisis']",Twitter for Android
110,"District of Columbia, USA",2022-08-21 17:30:17+00:00,RT @EdTrust: Solving the problem of #FoodInsecurity on college campuses is crucial to achieving equity outcomes within higher education. We…,['FoodInsecurity'],Twitter for iPhone
111,"St. Louis, MO",2022-08-21 17:30:06+00:00,"Roughly 828 million people, or 9-8% of the world population, experience #FoodInsecurity. Without any drastic change, researchers predict that it will take until 2030 to reach pre-pandemic levels of food security. https://t.co/qNCdoDIOwS https://t.co/mFEHFBdnvE",['FoodInsecurity'],ReadyForSocial App
112,"Kolkata, India",2022-08-21 17:30:00+00:00,This brief by @shoba_suri &amp; @DrSubhasree makes a case for #climate-smart agriculture to combat global #foodinsecurity and nurture #sustainable food systems. https://t.co/kd0UZVq9hl,['climate'],TweetDeck
113,"Clearwater, Fl.",2022-08-21 17:00:53+00:00,"7,000 children in Pinellas County are food insecure, and we want to fix that! Join us in going 90 for 90 to end hunger: https://t.co/SGofWFHix4 #endhunger #zerohunger #endpoverty #food #foodinsecurity #community #charity #hunger #donate #nonprofit #foodsecurity #socialimpact https://t.co/aKSvO5RV5q",,Hootsuite Inc.
114,"Vancouver, British Columbia",2022-08-21 16:54:39+00:00,"RT @ChinneryLouis: Extreme #drought is gripping #Europe, intensifying heat, fuelling fires, reducing crop yields and increasing transport c…","['drought', 'Europe']",Twitter Web App
115,"Canada, close to the Rockies",2022-08-21 16:51:10+00:00,"RT @ChinneryLouis: Extreme #drought is gripping #Europe, intensifying heat, fuelling fires, reducing crop yields and increasing transport c…","['drought', 'Europe']",Twitter for iPad
116,"70 South Bay Ave. Boston, MA",2022-08-21 16:50:56+00:00,"Unfortunately, some seniors are experiencing food insecurity, often choosing between food or paying utilities bills. If you are experiencing #foodinsecurity, please seek assistance using this tool: https://t.co/3XP2UWNozW",,Twitter for iPhone
117,"Katy, Texas",2022-08-21 16:27:32+00:00,RT @CrutchfieldCook: MAKE ME WRITE A BIG CHECK ! As you know we will be donating 10% of course sales through the last day of August to Katy…,,Twitter for Android
118,Instagram @lancaster_sociology,2022-08-21 16:27:11+00:00,RT @JFledderjohann1: Excited to share the latest in the @Food_Equity Expert Interview Series! It was my privilege to speak w/@weareraman ab…,,Twitter for iPhone
119,"New York, NY",2022-08-21 15:44:54+00:00,"RT @bwforg: #Foodinsecurity is a prevailing issue for #veterans and their families, especially in these times of inflation. Last year we is…","['Foodinsecurity', 'veterans']",Twitter Web App
120,"New York, NY",2022-08-21 15:44:24+00:00,"RT @bwforg: #Foodinsecurity is a prevailing issue for #veterans and their families, especially in these times of inflation. Last year we is…","['Foodinsecurity', 'veterans']",Twitter Web App
121,yeg,2022-08-21 15:40:41+00:00,"RT @ChinneryLouis: Extreme #drought is gripping #Europe, intensifying heat, fuelling fires, reducing crop yields and increasing transport c…","['drought', 'Europe']",Twitter Web App
122,Canada,2022-08-21 15:38:14+00:00,"From our report: #Alberta had highest rate of #FoodInsecurity among provinces at 20% &amp; highest rate of severe food insecurity (cut/skip meals, days without eating). Provincial policies like social assistance &amp; other income supports are critical.

Read: https://t.co/nBaCUTIvJO https://t.co/bX6KwbV55V https://t.co/sHhZNYnjCc","['Alberta', 'FoodInsecurity']",Twitter Web App
123,British Columbia ,2022-08-21 15:34:55+00:00,"RT @ChinneryLouis: Extreme #drought is gripping #Europe, intensifying heat, fuelling fires, reducing crop yields and increasing transport c…","['drought', 'Europe']",Twitter for Android
124,"Toronto, Ontario 🇨🇦",2022-08-21 15:32:57+00:00,"Extreme #drought is gripping #Europe, intensifying heat, fuelling fires, reducing crop yields and increasing transport costs, #FoodInsecurity and #Inflation. And, some still deny that we have a #ClimateEmergency and that humans are causing it.  https://t.co/kKeq4qEy2h","['drought', 'Europe']",Twitter for iPhone
125,"Nariman Point, Mumbai, India",2022-08-21 15:30:00+00:00,"Acute #foodinsecurity and undernourishment have become more prevalent in recent times, and the imperative is to build more robust and #sustainable food systems that do not adversely impact the environment, say @shoba_suri &amp; @DrSubhasree https://t.co/zQ2DlBpuAc",['foodinsecurity'],TweetDeck
126,"Vinci, Toscana",2022-08-21 15:10:33+00:00,"#foodinsecurity #climatechangemitigation 

The #foodcrisis is bigger than #ukrainecrisis .

An article that looks going down to the roots of the #foodinsecurity prorblem.

""The #foodcrisis triggered by the Russia-Ukraine war highli…https://t.co/Hc2vReenyn https://t.co/zONUjWXdrp","['foodinsecurity', 'climatechangemitigation', 'foodcrisis', 'ukrainecrisis']",LinkedIn
127,"New York, NY",2022-08-21 15:00:12+00:00,"#Foodinsecurity is a prevailing issue for #veterans and their families, especially in these times of inflation. Last year we issued a #StandSMART on how Emergency Financial Assistance can help prevent financial distress https://t.co/v5iw3aIEG0 @craignewmark https://t.co/95cklVW2cI","['Foodinsecurity', 'veterans']",Meltwater Social
128,,2022-08-21 14:20:12+00:00,"RT @BledStratForum: #BSF2022 | Introducing

🌐 World is in a different place from where it was in 2015 when it committed to ending hunger &amp;…",['BSF2022'],RCNR
129,"Ljubljana, Slovenia",2022-08-21 14:20:07+00:00,"RT @BledStratForum: #BSF2022 | Introducing

🌐 World is in a different place from where it was in 2015 when it committed to ending hunger &amp;…",['BSF2022'],Twitter for Android
130,,2022-08-21 13:31:29+00:00,"RT @GlobalLF: In Tigray, Ethiopia🇪🇹,  there has been widespread disruption of agricultural activities, elevated levels of acute #foodinsecu…",,Twitter for iPhone
131,"Illinois, USA",2022-08-21 13:01:13+00:00,It’s time to rethink our #food! #foodinsecurity #sustainability #climatecrisis https://t.co/0jQtqe9uIc,"['food', 'foodinsecurity', 'sustainability', 'climatecrisis']",Twitter for iPhone
132,"Washington, DC",2022-08-21 12:45:01+00:00,Solving the problem of #FoodInsecurity on college campuses is crucial to achieving equity outcomes within higher education. We have 6 pillars of an equitable nutrition policy for advocates to press on their state policymakers &amp; campus leaders: https://t.co/Sd30fBfEVT,['FoodInsecurity'],Sprout Social
133,Connecticut,2022-08-21 11:27:35+00:00,"RT @Fatemenutrition: 1/6
Really pleased to announce my paper ‘A mixed-method systematic review &amp; meta-analysis of the influences of food en…",,Twitter for iPhone
134,,2022-08-21 10:48:47+00:00,"RT @GlobalLF: In Tigray, Ethiopia🇪🇹,  there has been widespread disruption of agricultural activities, elevated levels of acute #foodinsecu…",,Twitter for Android
135,Burkina Faso,2022-08-21 08:59:59+00:00,RT @TabiJoda1: Amazing speakers and participants who all believe in the timely opportunities of Africa's Indigenous Foods Systems to curb #…,,Twitter for Android
136,kampala Uganda,2022-08-21 08:40:17+00:00,"@RobertKayanja sending food to #karamoja ' Feeding is never the work of the government, it is the work of the church'  #foodinsecurity #foodcrisis @Kakox https://t.co/pk9COwOc7t",['karamoja'],Twitter for Android
137,,2022-08-21 08:35:04+00:00,"RT @GlobalLF: In Tigray, Ethiopia🇪🇹,  there has been widespread disruption of agricultural activities, elevated levels of acute #foodinsecu…",,Twitter for iPhone
138,"Accra, Ghana",2022-08-21 08:15:45+00:00,"RT @IFPRI: While the global crises moderately slow #Ghana’s economic growth, its adverse impacts on poor people &amp; #FoodInsecurity are likel…","['Ghana', 'FoodInsecurity']",Twitter for iPhone
139,Pakistan,2022-08-21 08:05:38+00:00,"This is going to cause #foodinsecurity for all of pakistan

#ClimateCrisis has impacted lives, livelihood &amp; food chain. It’s a vicious cycle https://t.co/75N1R8op44","['foodinsecurity', 'ClimateCrisis']",Twitter for iPhone
140,,2022-08-21 07:36:01+00:00,"RT @GlobalLF: In Tigray, Ethiopia🇪🇹,  there has been widespread disruption of agricultural activities, elevated levels of acute #foodinsecu…",,Twitter for Android
141,"Hokkaido, Japan",2022-08-21 07:14:00+00:00,"RT @GRevmgbrown4: #FoodInsecurity!!! Some people here in the #richest country in the world are being financially forced to have to make a ""…","['FoodInsecurity', 'richest']",Twitter for Android
142,,2022-08-21 07:00:39+00:00,"RT @GlobalLF: In Tigray, Ethiopia🇪🇹,  there has been widespread disruption of agricultural activities, elevated levels of acute #foodinsecu…",,Twitter for Android
143,"Oakland and Berkeley, CA",2022-08-21 06:46:39+00:00,RT @HungerFreeCtr: The Center collected the insight and expertise of people with lived experience of #FoodInsecurity and their solutions to…,['FoodInsecurity'],Twitter Web App
144,,2022-08-21 06:36:10+00:00,"RT @GlobalLF: In Tigray, Ethiopia🇪🇹,  there has been widespread disruption of agricultural activities, elevated levels of acute #foodinsecu…",,Twitter for Android
145,Somewhere on Earth   ,2022-08-21 06:12:51+00:00,"RT @GlobalLF: In Tigray, Ethiopia🇪🇹,  there has been widespread disruption of agricultural activities, elevated levels of acute #foodinsecu…",,Twitter for iPhone
146,Europe🇪🇺 ,2022-08-21 06:09:39+00:00,"RT @GlobalLF: In Tigray, Ethiopia🇪🇹,  there has been widespread disruption of agricultural activities, elevated levels of acute #foodinsecu…",,Twitter for Android
147,"Kampala, Uganda",2022-08-21 05:48:27+00:00,"RT @Newzug: #FoodInsecurity: UK injects an additional £11m to support vulnerable #women &amp; children in the #Karamoja 
 
Speaking about the f…","['FoodInsecurity', 'women', 'Karamoja']",Twitter for Android
148,Mumbai,2022-08-21 05:30:00+00:00,This brief by @shoba_suri &amp; @DrSubhasree makes a case for #climate-smart agriculture to combat global #foodinsecurity and nurture #sustainable food systems. https://t.co/Yn7iuoUqlW,['climate'],TweetDeck
149,"New Mexico, USA",2022-08-21 04:46:29+00:00,"RT @GlobalLF: In Tigray, Ethiopia🇪🇹,  there has been widespread disruption of agricultural activities, elevated levels of acute #foodinsecu…",,Twitter for Android
150,"Nariman Point, Mumbai, India",2022-08-21 03:30:00+00:00,"Acute #foodinsecurity and undernourishment have become more prevalent in recent times, and the imperative is to build more robust and #sustainable food systems that do not adversely impact the environment, say @shoba_suri &amp; @DrSubhasree https://t.co/zQ2DlBH5rK",['foodinsecurity'],TweetDeck
151,,2022-08-21 01:39:02+00:00,"RT @GlobalLF: In Tigray, Ethiopia🇪🇹,  there has been widespread disruption of agricultural activities, elevated levels of acute #foodinsecu…",,Twitter for Android
152,,2022-08-21 01:12:40+00:00,"RT @allthecdnpoli: Nearly 6 million people in Canada experienced food insecurity in 2021, U of T study says:

""We've seen no palpable impro…",,Twitter Web App
153,United States,2022-08-20 23:28:20+00:00,"RT @GRevmgbrown4: #FoodInsecurity!!! Some people here in the #richest country in the world are being financially forced to have to make a ""…","['FoodInsecurity', 'richest']",Twitter Web App
154,United States,2022-08-20 23:28:08+00:00,"#FoodInsecurity!!! Some people here in the #richest country in the world are being financially forced to have to make a ""chose"" between buying #food and purchasing #medicine!!!! This is absolutely disgraceful and morally unconscionable!!!!!! https://t.co/KI1hxrua40","['FoodInsecurity', 'richest']",Twitter Web App
155,"Richmond, IN",2022-08-20 23:27:43+00:00,"RT @LA2050: To address #FoodInsecurity, California is extending food benefits to immigrants above 55 years old and in the US illegally. Fun…",['FoodInsecurity'],Twitter for iPhone
156,#OPLive,2022-08-20 22:45:11+00:00,"RT @GotYourSix: Asking for help can be tough, especially for #veterans. Read this insightful blog post featuring our very own @KeithWhit68…",['veterans'],Twitter for Android
157,"New York, NY",2022-08-20 21:38:17+00:00,"RT @GotYourSix: Asking for help can be tough, especially for #veterans. Read this insightful blog post featuring our very own @KeithWhit68…",['veterans'],Twitter for iPhone
158,,2022-08-20 21:30:16+00:00,"RT @ProtectHarvest: Smithfield Foods, Inc. announced that it will cease all #porkprocessing operations in Vernon, #California in early 2023…","['porkprocessing', 'California']",Twitter for Android
159,Southern Arizona,2022-08-20 21:23:34+00:00,"RT @ProtectHarvest: Smithfield Foods, Inc. announced that it will cease all #porkprocessing operations in Vernon, #California in early 2023…","['porkprocessing', 'California']",Twitter for iPhone
160,San Francisco,2022-08-20 21:22:31+00:00,"RT @GotYourSix: Asking for help can be tough, especially for #veterans. Read this insightful blog post featuring our very own @KeithWhit68…",['veterans'],Twitter for Android
161,,2022-08-20 21:16:56+00:00,RT @adamwrightfit: This kind of priviledged advice is unhelpful and unrealistic. #foodinsecurity #fooddesert https://t.co/WEEdb03pQU,"['foodinsecurity', 'fooddesert']",Twitter Web App
162,USA,2022-08-20 21:05:10+00:00,"Smithfield Foods, Inc. announced that it will cease all #porkprocessing operations in Vernon, #California in early 2023 and reduce its #sow herd in its Western region.
https://t.co/zi0B825AX5
#NoMorePork #CostofBusiness #Prop12 #FoodInsecurity #NoCarnitas #NoBacon #NoHam #jobs https://t.co/OImxFhTOST","['porkprocessing', 'California']",Hootsuite Inc.
163,NYC,2022-08-20 21:04:00+00:00,"Asking for help can be tough, especially for #veterans. Read this insightful blog post featuring our very own @KeithWhit68 about ending the stigma around asking for assistance with finances and #foodinsecurity https://t.co/xJcvknL3Hd @craignewmark @AMDougherty",['veterans'],Sprout Social
164,"Clinton Township, MI",2022-08-20 21:00:18+00:00,"#foodinsecurity is real. Many people in our community are still struggling, and you can help. Please consider helping us keep our Lil' Pantries stocked (locations: https://t.co/f0BcSdxzG2). These pantries rely on the community to help replenish food items each week. https://t.co/ovnHdPcuUX",['foodinsecurity'],Buffer
165,"Boston, MA",2022-08-20 20:24:24+00:00,"RT @GlobalLF: In Tigray, Ethiopia🇪🇹,  there has been widespread disruption of agricultural activities, elevated levels of acute #foodinsecu…",,Twitter for iPhone
166,"Washington, DC",2022-08-20 20:19:24+00:00,"Great article on my friend, Mark. The work that you, along with @GENYOUthNow and #TasteoftheNFL, continue to do in the fight against #foodinsecurity is tremendous. https://t.co/1ziEuHmiVV",['TasteoftheNFL'],TweetDeck
167,,2022-08-20 20:14:15+00:00,RT @GotYourSix: Read about how our partnership with @craignewmark and https://t.co/2GCkSvWBKC has been paramount in tackling #foodinsecurit…,,Twitter for iPhone
